paper,doi,canonical,paper_term,relevance
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,space charge region,space charge region,0.75
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,carrier separation efficiency,carrier separation efficiency,0.74
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,carrier collection efficiency,carrier collection efficiency of majority carrier holes,0.73
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,carrier lifetime,carrier lifetime,0.72
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,carrier recombination,electrons and holes recombining within potential wells,0.71
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,crystal quality,high quality Cu2ZnSnS4 crystals free from composition inhomogeneities,0.7
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,device efficiency,high efficiency solar cell devices,0.68
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,imaging technique,differential phase contrast (DPC) microscopy,1.0
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,microscopy platform,aberration-corrected scanning transmission electron microscopy (STEM),1.0
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,target field structure,local electromagnetic field structures,0.97
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,detector design,segmented-type STEM detectors (16-segment),0.95
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,atomic-resolution imaging,atomic-resolution imaging using sub-angstrom electron probe,0.95
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,spatial resolution,sub-angstrom spatial resolution,0.93
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,intra-atomic field observation,atomic electric field inside atoms and single atoms,0.93
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,electric field imaging,local electric field variation across p-n junction,0.92
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,magnetic field imaging,magnetic field structures (domains and skyrmions),0.91
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,aberration correction,aberration-corrected STEM,0.9
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,device structure,p-n junction in GaAs semiconductor,0.88
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,electron probe size,sub-angstrom size electron probe,0.88
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,charge redistribution,charge redistribution between bonded atoms,0.87
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,chemical bonding characterization,local chemical bonding,0.86
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,magnetic nanostructure,skyrmions,0.85
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,area detector,high-speed area detectors,0.85
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,magnetic domain imaging,magnetic domains,0.84
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,electronic structure,intra- and interatomic electronic structures,0.84
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,real-time imaging,real-time imaging of electromagnetic field structures,0.83
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,absorber material,GaAs semiconductor,0.82
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,nanointerface characterization,nanointerface and surface regions,0.82
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,data acquisition speed,"fast data acquisition, processing, and reconstruction algorithms",0.8
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,defect region analysis,defect regions at atomic dimensions,0.78
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,charge carrier dynamics,"dynamics of electrons, holes and ions",0.75
Direct Visualization of Local Electromagnetic Field Structures by Scanning Transmission Electron Microscopy,10.1021/acs.accounts.7b00123,imaging mode comparison,bright-field and annular dark-field STEM imaging modes,0.72
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,impurity atom species,isolated Hf atoms,0.98
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,imaging technique,scanning transmission electron microscopy (STEM),0.97
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,spectroscopy method,electron energy-loss spectroscopy (EELS),0.97
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,high-k dielectric layer,HfO2 layer,0.97
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,single atom imaging,directly imaged isolated Hf atoms,0.97
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,gate dielectric material,alternate gate dielectric,0.96
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,interface structure,HfO2/SiO2/Si interface structure,0.96
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,dopant atom type,single dopant or impurity atoms,0.95
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,interfacial oxide layer,SiO2 thin film,0.95
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,aberration correction,aberration correctors,0.93
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,substrate material,silicon substrate,0.93
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,lateral spatial resolution,lateral spatial resolution,0.92
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,oxidation state,silicon valence state,0.92
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,atom localization,detect and localize single atoms,0.91
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,electron probe diameter,well below 1 Å,0.9
Imaging and spectroscopy of defects in semiconductors using aberration-corrected STEM,10.1007/s00339-008-4979-z,chemical state analysis,significant changes of the silicon valence state,0.9
